chapter_number,chapter_title,article_number,article_id,article_title,paragraph_number,paragraph_id,point_number,text
3,High-risk ai systems,20,3.20,Responsibilities along the ai value chain,4,3.20.4,1,"3. In the case of high-risk AI systems that are safety components of products covered by the 
Union harmonisation legislation listed in Section A of Annex I, the product manufacturer 
shall be considered to be the provider of the high-risk AI system, and shall be subject to 
the obligations under Article 16 under either of the following circumstances:"
3,High-risk ai systems,20,3.20,Responsibilities along the ai value chain,4,3.20.4,2,"(a) the high-risk AI system is placed on the market together with the product under the 
name or trademark of the product manufacturer;"
3,High-risk ai systems,20,3.20,Responsibilities along the ai value chain,4,3.20.4,3,"(b) the high-risk AI system is put into service under the name or trademark of the 
product manufacturer after the product has been placed on the market."
3,High-risk ai systems,20,3.20,Responsibilities along the ai value chain,5,3.20.5,1,"4. The provider of a high-risk AI system and the third party that supplies an AI system, 
tools, services, components, or processes that are used or integrated in a high-risk AI 
system shall, by written agreement, specify the necessary information, capabilities, 
technical access and other assistance based on the generally acknowledged state of the 
art, in order to enable the provider of the high-risk AI system to fully comply with the 
obligations set out in this Regulation. This paragraph shall not apply to third parties 
making accessible to the public tools, services, processes, or components, other than 
general-purpose AI models, under a free and open licence.
The AI Office may develop and recommend voluntary model terms for contracts between 
providers of high-risk AI systems and third parties that supply tools, services, 
components or processes that are used for or integrated into high-risk AI systems. When 
developing those voluntary model terms, the AI Office shall take into account possible 
contractual requirements applicable in specific sectors or business cases. The voluntary 
model terms shall be published and be available free of charge in an easily usable 
electronic format."
3,High-risk ai systems,20,3.20,Responsibilities along the ai value chain,6,3.20.6,1,"5. Paragraphs 2 and 3 are without prejudice to the need to observe and protect intellectual 
property rights, confidential business information and trade secrets in accordance with 
Union and national law."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,1,3.21.1,1,"Article 26
Obligations of deployers of high-risk AI systems"
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,2,3.21.2,1,"1. Deployers of high-risk AI systems shall take appropriate technical and organisational 
measures to ensure they use such systems in accordance with the instructions for use 
accompanying the systems, pursuant to paragraphs 3 and 6."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,3,3.21.3,1,"2. Deployers shall assign human oversight to natural persons who have the necessary 
competence, training and authority, as well as the necessary support.
."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,4,3.21.4,1,"3. The obligations set out in paragraphs 1 and 2, are without prejudice to other deployer 
obligations under Union or national law and to the deployer’s freedom to organise its own 
resources and activities for the purpose of implementing the human oversight measures 
indicated by the provider."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,5,3.21.5,1,"4. Without prejudice to paragraphs 1 and 2, to the extent the deployer exercises control over 
the input data, that deployer shall ensure that input data is relevant and sufficiently 
representative in view of the intended purpose of the high-risk AI system."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,6,3.21.6,1,"5. Deployers shall monitor the operation of the high-risk AI system on the basis of the 
instructions for use and, where relevant, inform providers in accordance with Article 72. 
Where deployers have reason to consider that the use of the high-risk AI system in 
accordance with the instructions may present a risk within the meaning of Article 79(1), 
they shall, without undue delay, inform the provider or distributor and the relevant market 
surveillance authority, and shall suspend the use of that system. Where deployers have 
identified a serious incident, they shall also immediately inform first the provider, and 
then the importer or distributor and the relevant market surveillance authorities of that 
incident. If the deployer is not able to reach the provider, Article 73 shall apply mutatis 
mutandis. This obligation shall not cover sensitive operational data of deployers of AI 
systems which are law enforcement authorities.
For deployers that are financial institutions subject to requirements regarding their 
internal governance, arrangements or processes under Union financial services law, the 
monitoring obligation set out in the first subparagraph shall be deemed to be fulfilled by 
complying with the rules on internal governance arrangements, processes and mechanisms 
pursuant to the relevant financial service law."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,7,3.21.7,1,"6. Deployers of high-risk AI systems shall keep the logs automatically generated by that 
high-risk AI system  to the extent such logs are under their control,  for a period  
appropriate to the intended purpose of the high-risk AI system, of at least six months, 
unless provided otherwise in applicable Union or national law, in particular in Union law 
on the protection of personal data.
Deployers that are financial institutions subject to requirements regarding their internal 
governance, arrangements or processes under Union financial services law shall 
maintain the logs as part of the documentation kept pursuant to the relevant Union 
financial service law."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,8,3.21.8,1,"7. Before putting into service or using a high-risk AI system at the workplace, deployers 
who are employers shall inform workers’ representatives and the affected workers that 
they will be subject to the use of the high-risk AI system. This information shall be 
provided, where applicable, in accordance with the rules and procedures laid down in 
Union and national law and practice on information of workers and their 
representatives."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,9,3.21.9,1,"8. Deployers of high-risk AI systems that are public authorities, or Union institutions, 
bodies, offices or agencies shall comply with the registration obligations referred to in 
Article 49. When such deployers find that the high-risk AI system that they envisage 
using has not been registered in the EU database referred to in Article 71, they shall not 
use that system and shall inform the provider or the distributor."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,10,3.21.10,1,"9. Where applicable, deployers of high-risk AI systems shall use the information provided 
under Article 13 of this Regulation to comply with their obligation to carry out a data 
protection impact assessment under Article 35 of Regulation (EU) 2016/679 or Article 27 
of Directive (EU) 2016/680."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,11,3.21.11,1,"10. Without prejudice to Directive (EU) 2016/680, in the framework of an investigation for 
the targeted search of a person suspected or convicted of having committed a criminal 
offence, the deployer of a high-risk AI system for post-remote biometric identification 
shall request an authorisation, ex-ante, or without undue delay and no later than 48 
hours, by a judicial authority or an administrative authority whose decision is binding 
and subject to judicial review, for the use of that system, except when it is used for the 
initial identification of a potential suspect based on objective and verifiable facts directly 
linked to the offence. Each use shall be limited to what is strictly necessary for the 
investigation of a specific criminal offence.
If the requested authorisation provided for in the first subparagraph is rejected, the use 
of the post-remote biometric identification system linked to that requested authorisation 
shall be stopped with immediate effect and the personal data linked to the use of the 
high-risk AI system for which the authorisation was requested shall be deleted.
In no case shall such high-risk AI system for post-remote biometric identification be 
used for law enforcement purposes in an untargeted way, without any link to a criminal 
offence, a criminal proceeding, a genuine and present or genuine and foreseeable threat 
of a criminal offence, or the search for a specific missing person. It shall be ensured that 
no decision that produces an adverse legal effect on a person may be taken by the law 
enforcement authorities based solely on the output of such post-remote biometric 
identification systems.
This paragraph is without prejudice to Article 9 of Regulation (EU) 2016/679 and 
Article 10 of Directive (EU) 2016/680 for the processing of biometric data.
Regardless of the purpose or deployer, each use of such high-risk AI systems shall be 
documented in the relevant police file and shall be made available to the relevant market 
surveillance authority and the national data protection authority upon request, 
excluding the disclosure of sensitive operational data related to law enforcement. This 
subparagraph shall be without prejudice to the powers conferred by 
Directive (EU) 2016/680 on supervisory authorities.
Deployers shall submit annual reports to the relevant market surveillance and national 
data protection authorities on their use of post-remote biometric identification systems, 
excluding the disclosure of sensitive operational data related to law enforcement. The 
reports may be aggregated to cover more than one deployment.
Member States may introduce, in accordance with Union law, more restrictive laws on 
the use of post-remote biometric identification systems."
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,12,3.21.12,1,"11. Without prejudice to Article 50 of this Regulation, deployers of high-risk AI systems 
referred to in Annex III that make decisions or assist in making decisions related to 
natural persons shall inform the natural persons that they are subject to the use of the 
high-risk AI system. For high-risk AI systems used for law enforcement purposes Article"
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,13,3.21.13,1,13 of Directive (EU) 2016/680 shall apply.
3,High-risk ai systems,21,3.21,Obligations of deployers of high-risk ai systems,14,3.21.14,1,"12. Deployers shall cooperate with the relevant national competent authorities in any action 
those authorities take in relation to the high-risk AI system in order to implement this 
Regulation."
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,1,3.22.1,1,"Article 27
Fundamental rights impact assessment for high-risk AI systems"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,1,"1. Prior to deploying a high-risk AI system referred to in Article 6(2) into use, with the 
exception of high-risk AI systems intended to be used in the area listed in point 2 of 
Annex III, deployers that are bodies governed by public law, or are private entities 
providing public services, and deployers high-risk AI systems referred to in points 5 (b) 
and (c) of Annex III, shall perform an assessment of the impact on fundamental rights 
that the use of such system may produce. For that purpose, deployers shall perform an 
assessment consisting of:"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,2,"(a) a description of the deployer’s processes in which the high-risk AI system will be 
used in line with its intended purpose;"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,3,"(b) a description of the period of time within which, and the frequency with which, 
each high-risk AI system is intended to be used;"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,4,"(c) the categories of natural persons and groups likely to be affected by its use in the 
specific context;"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,5,"(d) the specific risks of harm likely to have an impact on the categories of persons or 
groups of persons identified pursuant point (c) of this paragraph, taking into 
account the information given by the provider pursuant to Article 13;"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,6,"(e) a description of the implementation of human oversight measures, according to the 
instructions for use;"
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,2,3.22.2,7,"(f) the measures to be taken where those risks materialise, including the 
arrangements for internal governance and complaint mechanisms."
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,3,3.22.3,1,"2. The obligation laid down in paragraph 1 applies to the first use of the high-risk AI 
system. The deployer may, in similar cases, rely on previously conducted fundamental 
rights impact assessments or existing impact assessments carried out by provider. If, 
during the use of the high-risk AI system, the deployer considers that any of the elements 
listed in paragraph 1 has changed or is no longer up to date, the deployer shall take the 
necessary steps to update the information."
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,4,3.22.4,1,"3. Once the assessment referred to in paragraph 1 of this Article has been performed, the 
deployer shall notify the market surveillance authority of its results, including filling-out 
and submitting the template referred to in paragraph 5 of this Article as part of the 
notification. In the case referred to in Article 46(1), deployers may be exempt from that 
obligation to notify."
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,5,3.22.5,1,"4. If any of the obligations laid down in this Article is already complied with as a result of 
the data protection impact assessment conducted pursuant to Article 35 of Regulation 
(EU) 2016/679 or Article 27 of Directive (EU) 2016/680, the fundamental rights impact 
assessment referred to in paragraph 1 of this Article shall complement that data 
protection impact assessment."
3,High-risk ai systems,22,3.22,Fundamental rights impact assessment for high-risk ai systems,6,3.22.6,1,"5. The AI Office shall develop a template for a questionnaire, including through an 
automated tool, to facilitate deployers in complying with their obligations under this 
Article in a simplified manner.
Section 4
Notifying authorities and notified bodies"
3,High-risk ai systems,23,3.23,Notifying authorities,1,3.23.1,1,"Article 28
Notifying authorities"
3,High-risk ai systems,23,3.23,Notifying authorities,2,3.23.2,1,"1. Each Member State shall designate or establish at least one notifying authority responsible 
for setting up and carrying out the necessary procedures for the assessment, designation 
and notification of conformity assessment bodies and for their monitoring. Those 
procedures shall be developed in cooperation between the notifying authorities of all 
Member States."
3,High-risk ai systems,23,3.23,Notifying authorities,3,3.23.3,1,"2. Member States may decide that the assessment and monitoring referred to in 
paragraph 1 shall be carried out by a national accreditation body within the meaning of, 
and in accordance with, Regulation (EC) No 765/2008  ."
3,High-risk ai systems,23,3.23,Notifying authorities,4,3.23.4,1,"3. Notifying authorities shall be established, organised and operated in such a way that no 
conflict of interest arises with conformity assessment bodies, and that the objectivity and 
impartiality of their activities are safeguarded."
3,High-risk ai systems,23,3.23,Notifying authorities,5,3.23.5,1,"4. Notifying authorities shall be organised in such a way that decisions relating to the 
notification of conformity assessment bodies are taken by competent persons different 
from those who carried out the assessment of those bodies."
3,High-risk ai systems,23,3.23,Notifying authorities,6,3.23.6,1,"5. Notifying authorities shall offer or provide neither any activities that conformity 
assessment bodies perform, nor any consultancy services on a commercial or competitive 
basis."
3,High-risk ai systems,23,3.23,Notifying authorities,7,3.23.7,1,"6. Notifying authorities shall safeguard the confidentiality of the information they obtain, in 
accordance with Article 78."
3,High-risk ai systems,23,3.23,Notifying authorities,8,3.23.8,1,"7. Notifying authorities shall have an adequate number of competent personnel at their 
disposal for the proper performance of their tasks. Competent personnel shall have the 
necessary expertise, where applicable, for their function, in fields such as information 
technologies, AI and law, including the supervision of fundamental rights."
3,High-risk ai systems,24,3.24,Application of a conformity assessment body for notification,1,3.24.1,1,"Article 29
Application of a conformity assessment body for notification"
3,High-risk ai systems,24,3.24,Application of a conformity assessment body for notification,2,3.24.2,1,"1. Conformity assessment bodies shall submit an application for notification to the notifying 
authority of the Member State in which they are established."
3,High-risk ai systems,24,3.24,Application of a conformity assessment body for notification,3,3.24.3,1,"2. The application for notification shall be accompanied by a description of the conformity 
assessment activities, the conformity assessment module or modules and the types of AI 
systems for which the conformity assessment body claims to be competent, as well as by 
an accreditation certificate, where one exists, issued by a national accreditation body 
attesting that the conformity assessment body fulfils the requirements laid down in 
Article 31. 
Any valid document related to existing designations of the applicant notified body under 
any other Union harmonisation legislation shall be added."
3,High-risk ai systems,24,3.24,Application of a conformity assessment body for notification,4,3.24.4,1,"3. Where the conformity assessment body concerned cannot provide an accreditation 
certificate, it shall provide the notifying authority with all the documentary evidence 
necessary for the verification, recognition and regular monitoring of its compliance with 
the requirements laid down in Article 31."
3,High-risk ai systems,24,3.24,Application of a conformity assessment body for notification,5,3.24.5,1,"4. For notified bodies which are designated under any other Union harmonisation legislation, 
all documents and certificates linked to those designations may be used to support their 
designation procedure under this Regulation, as appropriate. The notified body shall 
update the documentation referred to in paragraphs 2 and 3 of this Article whenever 
relevant changes occur, in order to enable the authority responsible for notified bodies to 
monitor and verify continuous compliance with all the requirements laid down in Article 
31."
3,High-risk ai systems,25,3.25,Notification procedure,1,3.25.1,1,"Article 30
Notification procedure"
3,High-risk ai systems,25,3.25,Notification procedure,2,3.25.2,1,"1. Notifying authorities may  notify only conformity assessment bodies which have 
satisfied the requirements laid down in Article 31."
3,High-risk ai systems,25,3.25,Notification procedure,3,3.25.3,1,"2. Notifying authorities shall notify the Commission and the other Member States, using the 
electronic notification tool developed and managed by the Commission, of each 
conformity assessment body referred to in paragraph 1."
3,High-risk ai systems,25,3.25,Notification procedure,4,3.25.4,1,"3. The notification referred to in paragraph 2 of this Article shall include full details of the 
conformity assessment activities, the conformity assessment module or modules, the types 
of AI systems concerned, and the relevant attestation of competence. Where a 
notification is not based on an accreditation certificate as referred to in Article 29(2), the 
notifying authority shall provide the Commission and the other Member States with 
documentary evidence which attests to the competence of the conformity assessment 
body and to the arrangements in place to ensure that that body will be monitored 
regularly and will continue to satisfy the requirements laid down in Article 31."
3,High-risk ai systems,25,3.25,Notification procedure,5,3.25.5,1,"4. The conformity assessment body concerned may perform the activities of a notified body 
only where no objections are raised by the Commission or the other Member States within 
two weeks of a notification by a notifying authority where it includes an accreditation 
certificate referred to in Article 29(2), or within two months of a notification by the 
notifying authority where it includes documentary evidence referred to in Article 29(3)."
3,High-risk ai systems,25,3.25,Notification procedure,6,3.25.6,1,"5. Where objections are raised, the Commission shall, without delay, enter into 
consultations with the relevant Member States and the conformity assessment body. 
Having regard thereto, the Commission shall decide whether the authorisation is 
justified. The Commission shall address its decision to the Member State concerned and 
the relevant conformity assessment body."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,1,3.26.1,1,"Article 31
Requirements relating to notified bodies"
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,2,3.26.2,1,"1. A notified body shall be established under the national law of a Member State and shall 
have legal personality."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,3,3.26.3,1,"2. Notified bodies shall satisfy the organisational, quality management, resources and process 
requirements that are necessary to fulfil their tasks, as well as suitable cybersecurity 
requirements."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,4,3.26.4,1,"3. The organisational structure, allocation of responsibilities, reporting lines and operation of 
notified bodies shall ensure confidence in their performance, and in the results of the 
conformity assessment activities that the notified bodies conduct."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,5,3.26.5,1,"4. Notified bodies shall be independent of the provider of a high-risk AI system in relation to 
which they perform conformity assessment activities. Notified bodies shall also be 
independent of any other operator having an economic interest in high-risk AI systems 
assessed, as well as of any competitors of the provider. This shall not preclude the use of 
assessed high-risk AI systems that are necessary for the operations of the conformity 
assessment body, or the use of such high-risk AI systems for personal purposes."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,6,3.26.6,1,"5. Neither a conformity assessment body, its top-level management nor the personnel 
responsible for carrying out its conformity assessment tasks shall be directly involved in 
the design, development, marketing or use of high-risk AI systems, nor shall they 
represent the parties engaged in those activities. They shall not engage in any activity 
that might conflict with their independence of judgement or integrity in relation to 
conformity assessment activities for which they are notified. This shall, in particular, 
apply to consultancy services."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,7,3.26.7,1,"6. Notified bodies shall be organised and operated so as to safeguard the independence, 
objectivity and impartiality of their activities. Notified bodies shall document and 
implement a structure and procedures to safeguard impartiality and to promote and apply 
the principles of impartiality throughout their organisation, personnel and assessment 
activities."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,8,3.26.8,1,"7. Notified bodies shall have documented procedures in place ensuring that their personnel, 
committees, subsidiaries, subcontractors and any associated body or personnel of external 
bodies maintain, in accordance with Article 78, the confidentiality of the information 
which comes into their possession during the performance of conformity assessment 
activities, except when its disclosure is required by law. The staff of notified bodies shall 
be bound to observe professional secrecy with regard to all information obtained in 
carrying out their tasks under this Regulation, except in relation to the notifying authorities 
of the Member State in which their activities are carried out."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,9,3.26.9,1,"8. Notified bodies shall have procedures for the performance of activities which take due 
account of the size of a provider, the sector in which it operates, its structure, and the 
degree of complexity of the AI system concerned."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,10,3.26.10,1,"9. Notified bodies shall take out appropriate liability insurance for their conformity 
assessment activities, unless liability is assumed by the Member State in which they are 
established in accordance with national law or that Member State is itself directly 
responsible for the conformity assessment."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,11,3.26.11,1,"10. Notified bodies shall be capable of carrying out all their tasks under this Regulation with 
the highest degree of professional integrity and the requisite competence in the specific 
field, whether those tasks are carried out by notified bodies themselves or on their behalf 
and under their responsibility."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,12,3.26.12,1,"11. Notified bodies shall have sufficient internal competences to be able effectively to evaluate 
the tasks conducted by external parties on their behalf. The notified body shall have 
permanent availability of sufficient administrative, technical, legal and scientific personnel 
who possess experience and knowledge relating to the relevant types of AI systems, data 
and data computing, and relating to the requirements set out in Section 2."
3,High-risk ai systems,26,3.26,Requirements relating to notified bodies,13,3.26.13,1,"12. Notified bodies shall participate in coordination activities as referred to in Article 38. They 
shall also take part directly, or be represented in, European standardisation organisations, 
or ensure that they are aware and up to date in respect of relevant standards."
3,High-risk ai systems,27,3.27,Presumption of conformity with requirements relating to notified bodies,1,3.27.1,1,"Article 32
Presumption of conformity with requirements relating to notified bodies
Where a conformity assessment body demonstrates its conformity with the criteria laid down in 
the relevant harmonised standards or parts thereof, the references of which have been published 
in the Official Journal of the European Union, it shall be presumed to comply with the 
requirements set out in Article 31 in so far as the applicable harmonised standards cover those 
requirements."
3,High-risk ai systems,28,3.28,Subsidiaries of notified bodies and subcontracting,1,3.28.1,1,"Article 33
Subsidiaries of notified bodies and subcontracting"
3,High-risk ai systems,28,3.28,Subsidiaries of notified bodies and subcontracting,2,3.28.2,1,"1. Where a notified body subcontracts specific tasks connected with the conformity 
assessment or has recourse to a subsidiary, it shall ensure that the subcontractor or the 
subsidiary meets the requirements laid down in Article 31, and shall inform the notifying 
authority accordingly."
3,High-risk ai systems,28,3.28,Subsidiaries of notified bodies and subcontracting,3,3.28.3,1,"2. Notified bodies shall take full responsibility for their tasks performed by subcontractors or 
subsidiaries."
3,High-risk ai systems,28,3.28,Subsidiaries of notified bodies and subcontracting,4,3.28.4,1,"3. Activities may be subcontracted or carried out by a subsidiary only with the agreement of 
the provider. Notified bodies shall make a list of their subsidiaries publicly available."
3,High-risk ai systems,28,3.28,Subsidiaries of notified bodies and subcontracting,5,3.28.5,1,"4. The relevant documents concerning the assessment of the qualifications of the 
subcontractor or the subsidiary and the work carried out by them under this Regulation 
shall be kept at the disposal of the notifying authority for a period of five years from the 
termination date of the subcontracting activity."
3,High-risk ai systems,29,3.29,Operational obligations of notified bodies,1,3.29.1,1,"Article 34
Operational obligations of notified bodies"
3,High-risk ai systems,29,3.29,Operational obligations of notified bodies,2,3.29.2,1,"1. Notified bodies shall verify the conformity of high-risk AI systems in accordance with 
the conformity assessment procedures set out in Article 43."
3,High-risk ai systems,29,3.29,Operational obligations of notified bodies,3,3.29.3,1,"2. Notified bodies shall avoid unnecessary burdens for providers when performing their 
activities, and take due account of the size of the provider, the sector in which it 
operates, its structure and the degree of complexity of the high-risk AI system 
concerned, in particular in view of minimising administrative burdens and compliance 
costs for micro- and small enterprises within the meaning of Recommendation 
2003/361/EC. The notified body shall, nevertheless, respect the degree of rigour and the 
level of protection required for the compliance of the high-risk AI system with the 
requirements of this Regulation. ."
3,High-risk ai systems,29,3.29,Operational obligations of notified bodies,4,3.29.4,1,"3. Notified bodies shall make available and submit upon request all relevant 
documentation, including the providers’ documentation, to the notifying authority 
referred to in Article 28 to allow that authority to conduct its assessment, designation, 
notification and monitoring activities, and to facilitate the assessment outlined in this 
Section."
3,High-risk ai systems,30,3.30,Identification numbers and lists of notified bodies,1,3.30.1,1,"Article 35
Identification numbers and lists of notified bodies"
3,High-risk ai systems,30,3.30,Identification numbers and lists of notified bodies,2,3.30.2,1,"1. The Commission shall assign a single identification number to each notified body, even 
where a body is notified under more than one Union act."
3,High-risk ai systems,30,3.30,Identification numbers and lists of notified bodies,3,3.30.3,1,"2. The Commission shall make publicly available the list of the bodies notified under this 
Regulation, including their identification numbers and the activities for which they have 
been notified. The Commission shall ensure that the list is kept up to date."
3,High-risk ai systems,31,3.31,Changes to notifications,1,3.31.1,1,"Article 36
Changes to notifications"
3,High-risk ai systems,31,3.31,Changes to notifications,2,3.31.2,1,"1. The notifying authority shall notify the Commission and the other Member States of any 
relevant changes to the notification of a notified body via the electronic notification tool 
referred to in Article 30(2)."
3,High-risk ai systems,31,3.31,Changes to notifications,3,3.31.3,1,"2. The procedures laid down in Articles 29 and 30 shall apply to extensions of the scope of 
the notification. 
For changes to the notification other than extensions of its scope, the procedures laid 
down in the following paragraphs shall apply."
3,High-risk ai systems,31,3.31,Changes to notifications,4,3.31.4,1,"3. Where a notified body decides to cease its conformity assessment activities, it shall 
inform the notifying authority and the providers concerned as soon as possible and, in 
the case of a planned cessation, at least one year before ceasing its activities. The 
certificates of the notified body may remain valid for a temporary period of nine months 
after cessation of the notified body’s activities, on condition that another notified body 
has confirmed in writing that it will assume responsibilities for the high risk AI systems 
covered by those certificates. The latter notified body shall complete a full assessment of 
the AI systems affected by the end of that nine-month-period before issuing new 
certificates for those systems. Where the notified body has ceased its activity, the 
notifying authority shall withdraw the designation."
3,High-risk ai systems,31,3.31,Changes to notifications,5,3.31.5,1,"4. Where a notifying authority has sufficient reason to consider that a notified body no 
longer meets the requirements laid down in Article 31, or that it is failing to fulfil its 
obligations, the notifying authority shall without delay investigate the matter with the 
utmost diligence. In that context, it shall inform the notified body concerned about the 
objections raised and give it the possibility to make its views known. If the notifying 
authority comes to the conclusion that the notified body  no longer meets the 
requirements laid down in Article 31 or that it is failing to fulfil its obligations, it shall 
restrict, suspend or withdraw the designation as appropriate, depending on the 
seriousness of the failure to meet those requirements or fulfil those obligations. It shall  
immediately inform the Commission and the other Member States accordingly."
3,High-risk ai systems,31,3.31,Changes to notifications,6,3.31.6,1,"5. Where its designation has been suspended, restricted, or fully or partially withdrawn, the 
notified body shall inform the providers concerned at the latest within 10 days."
3,High-risk ai systems,31,3.31,Changes to notifications,7,3.31.7,1,"6. In the event of the restriction, suspension or withdrawal of a designation, the notifying 
authority shall take appropriate steps to ensure that the files of the notified body 
concerned are kept, and to make them available to notifying authorities in other Member 
States and to market surveillance authorities at their request."
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,1,"7. In the event of the restriction, suspension or withdrawal of a designation, the notifying 
authority shall:"
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,2,(a) assess the impact on the certificates issued by the notified body;
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,3,"(b) submit a report on its findings to the Commission and the other Member States 
within three months of having notified the changes to the designation;"
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,4,"(c) require the notified body to suspend or withdraw, within a reasonable period of 
time determined by the authority, any certificates which were unduly issued, in 
order to ensure the continuing conformity of AI systems on the market;"
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,5,"(d) inform the Commission and the Member States about certificates the suspension or 
withdrawal of which it has required;"
3,High-risk ai systems,31,3.31,Changes to notifications,8,3.31.8,6,"(e) provide the national competent authorities of the Member State in which the 
provider has its registered place of business with all relevant information about the 
certificates of which it has required the suspension or withdrawal; that authority 
shall take the appropriate measures, where necessary, to avoid a potential risk to 
health, safety or fundamental rights."
3,High-risk ai systems,31,3.31,Changes to notifications,9,3.31.9,1,"8. With the exception of certificates unduly issued, and where a designation has been 
suspended or restricted, the certificates shall remain valid in one of the following 
circumstances:"
3,High-risk ai systems,31,3.31,Changes to notifications,9,3.31.9,2,"(a) the notifying authority has confirmed, within one month of the suspension or 
restriction, that there is no risk to health, safety or fundamental rights in relation 
to certificates affected by the suspension or restriction, and the notifying authority 
has outlined a timeline for actions to remedy the suspension or restriction; or"
3,High-risk ai systems,31,3.31,Changes to notifications,9,3.31.9,3,"(b) the notifying authority has confirmed that no certificates relevant to the 
suspension will be issued, amended or re-issued during the course of the 
suspension or restriction, and states whether the notified body has the capability of 
continuing to monitor and remain responsible for existing certificates issued for 
the period of the suspension or restriction; In the event that the notifying authority 
determines that the notified body does not have the capability to support existing 
certificates issued, the provider of the system covered by the certificate shall 
confirm in writing to the national competent authorities of the Member State in 
which it has its registered place of business, within three months of the suspension 
or restriction, that another qualified notified body is temporarily assuming the 
functions of the notified body to monitor and remain responsible for the 
certificates during the period of suspension or restriction."
3,High-risk ai systems,31,3.31,Changes to notifications,10,3.31.10,1,"9. With the exception of certificates unduly issued, and where a designation has been 
withdrawn, the certificates shall remain valid for a period of nine months under the 
following circumstances:"
3,High-risk ai systems,31,3.31,Changes to notifications,10,3.31.10,2,"(a) the national competent authority of the Member State in which the provider of the 
AI system covered by the certificate has its registered place of business has 
confirmed that there is no risk to health, safety or fundamental rights associated 
with the high-risk AI systems concerned; and"
3,High-risk ai systems,31,3.31,Changes to notifications,10,3.31.10,3,"(b) another notified body has confirmed in writing that it will assume immediate 
responsibilities for assessing those AI systems and completes its assessment within"
3,High-risk ai systems,31,3.31,Changes to notifications,11,3.31.11,1,"12 months of the withdrawal of the designation.
In the circumstances referred to in the first subparagraph, the national competent 
authority of the Member State in which the provider of the system covered by the 
certificate has its place of business may extend the provisional validity of the certificates 
for additional periods of three months, which shall not exceed 12 months in total.
The national competent authority or the notified body assuming the functions of the 
notified body affected by the change of designation shall immediately inform the 
Commission, the other Member States and the other notified bodies thereof."
3,High-risk ai systems,32,3.32,Challenge to the competence of notified bodies,1,3.32.1,1,"Article 37
Challenge to the competence of notified bodies"
